user_id,transaction_id,transaction_date,amount,category,payment_method,loan_status,risk_score,month
326,328399,2023-03-04,1721.27,Bills,Mobile Wallet,Current,0.4,2023-03
326,326166,2023-01-07,562.95,Loan Payment,Bank Transfer,Current,0.4,2023-01
327,270302,2023-10-13,3473.75,Loan Payment,Debit Card,Current,0.4,2023-10
327,880594,2023-10-23,2821.83,Shopping,Credit Card,Current,0.4,2023-10
327,307368,2023-12-07,4211.74,Bills,Bank Transfer,Current,0.4,2023-12
327,163365,2023-03-14,1576.4,Healthcare,Debit Card,Current,0.4,2023-03
327,396310,2023-12-07,495.03,Healthcare,Crypto,Current,0.4,2023-12
327,817114,2023-01-20,4663.64,Loan Payment,Mobile Wallet,Current,0.4,2023-01
327,661704,2023-04-14,2848.03,Bills,Bank Transfer,Current,0.4,2023-04
327,931921,2023-12-29,3126.37,Shopping,Mobile Wallet,Current,0.4,2023-12
327,275661,2023-02-27,3452.41,Entertainment,Bank Transfer,Current,0.4,2023-02
327,766827,2023-06-09,4035.66,Entertainment,Crypto,Current,0.4,2023-06
327,653547,2023-08-01,4716.09,Loan Payment,Bank Transfer,Current,0.4,2023-08
327,366619,2023-01-22,2966.14,Groceries,Bank Transfer,Current,0.4,2023-01
327,887340,2023-12-10,4394.03,Healthcare,Crypto,Current,0.4,2023-12
327,911870,2023-11-15,1537.0,Groceries,Debit Card,Current,0.4,2023-11
327,998057,2023-10-06,4581.9,Shopping,Mobile Wallet,Current,0.4,2023-10
327,157776,2023-03-03,2614.69,Loan Payment,Debit Card,Current,0.4,2023-03
327,753661,2023-03-07,145.66,Shopping,Mobile Wallet,Current,0.4,2023-03
327,899299,2023-04-21,4308.25,Loan Payment,Credit Card,Current,0.4,2023-04
327,200556,2023-05-23,2312.78,Entertainment,Debit Card,Current,0.4,2023-05
327,345928,2023-05-23,3270.26,Healthcare,Bank Transfer,Current,0.4,2023-05
327,144414,2023-11-10,125.09,Groceries,Bank Transfer,Current,0.4,2023-11
327,188732,2023-08-25,4902.51,Entertainment,Mobile Wallet,Current,0.4,2023-08
327,497518,2023-09-02,4285.49,Healthcare,Crypto,Current,0.4,2023-09
327,579255,2023-08-03,2354.87,Healthcare,Bank Transfer,Current,0.4,2023-08
327,173484,2023-12-11,3189.84,Groceries,Debit Card,Current,0.4,2023-12
327,490353,2023-03-12,1198.21,Entertainment,Debit Card,Current,0.4,2023-03
327,157168,2023-11-21,3450.86,Bills,Mobile Wallet,Current,0.4,2023-11
327,303906,2023-02-23,551.79,Bills,Mobile Wallet,Current,0.4,2023-02
327,917739,2023-04-26,934.6,Bills,Debit Card,Current,0.4,2023-04
327,747106,2023-09-20,2341.21,Shopping,Debit Card,Current,0.4,2023-09
327,344105,2023-08-24,3453.47,Bills,Bank Transfer,Current,0.4,2023-08
327,824139,2023-06-12,1621.86,Loan Payment,Debit Card,Current,0.4,2023-06
327,184778,2023-07-09,895.18,Bills,Credit Card,Current,0.4,2023-07
327,368268,2023-11-05,3144.58,Healthcare,Bank Transfer,Current,0.4,2023-11
327,661591,2023-04-08,696.14,Loan Payment,Bank Transfer,Current,0.4,2023-04
327,890150,2023-07-17,4594.25,Loan Payment,Credit Card,Current,0.4,2023-07
327,546087,2023-04-26,4488.62,Healthcare,Debit Card,Current,0.4,2023-04
327,130760,2023-02-01,644.55,Shopping,Mobile Wallet,Current,0.4,2023-02
327,651050,2023-08-22,4676.43,Entertainment,Credit Card,Current,0.4,2023-08
327,423450,2024-01-01,4827.84,Bills,Credit Card,Current,0.4,2024-01
327,343894,2023-04-30,330.82,Bills,Credit Card,Current,0.4,2023-04
327,751561,2023-11-11,789.79,Healthcare,Mobile Wallet,Current,0.4,2023-11
327,526771,2023-08-24,3721.94,Entertainment,Credit Card,Current,0.4,2023-08
327,379213,2023-02-21,467.38,Shopping,Bank Transfer,Current,0.4,2023-02
327,752582,2023-07-10,134.51,Bills,Crypto,Current,0.4,2023-07
327,524079,2023-12-07,2986.72,Shopping,Bank Transfer,Current,0.4,2023-12
327,372746,2023-02-14,3743.55,Entertainment,Debit Card,Current,0.4,2023-02
327,175473,2023-03-09,1905.5,Bills,Mobile Wallet,Current,0.4,2023-03
327,708292,2023-09-30,1257.41,Groceries,Bank Transfer,Current,0.4,2023-09
328,481104,2023-07-05,3587.94,Groceries,Bank Transfer,Fully Paid,0.4,2023-07
328,398107,2023-06-04,2371.32,Entertainment,Credit Card,Fully Paid,0.4,2023-06
328,494494,2023-12-01,2705.69,Shopping,Crypto,Fully Paid,0.4,2023-12
328,543750,2023-07-16,2135.78,Bills,Bank Transfer,Fully Paid,0.4,2023-07
328,203827,2023-02-20,4654.51,Shopping,Debit Card,Fully Paid,0.4,2023-02
328,105629,2023-08-15,1290.38,Entertainment,Bank Transfer,Fully Paid,0.4,2023-08
329,725647,2023-09-21,1128.93,Bills,Mobile Wallet,Current,0.4,2023-09
329,739805,2023-02-02,4910.77,Healthcare,Debit Card,Current,0.4,2023-02
329,778973,2023-10-15,4548.79,Bills,Crypto,Current,0.4,2023-10
329,922556,2023-07-07,3808.61,Groceries,Mobile Wallet,Current,0.4,2023-07
329,287328,2023-11-10,1842.59,Healthcare,Bank Transfer,Current,0.4,2023-11
329,885917,2023-04-03,3852.8,Healthcare,Bank Transfer,Current,0.4,2023-04
329,537765,2023-03-15,843.31,Shopping,Credit Card,Current,0.4,2023-03
329,240110,2023-04-10,1938.9,Healthcare,Debit Card,Current,0.4,2023-04
329,855305,2023-11-07,934.98,Loan Payment,Mobile Wallet,Current,0.4,2023-11
329,697995,2023-09-26,73.5,Loan Payment,Crypto,Current,0.4,2023-09
329,669872,2023-06-19,3651.17,Entertainment,Credit Card,Current,0.4,2023-06
329,263057,2023-06-22,1637.7,Loan Payment,Mobile Wallet,Current,0.4,2023-06
329,712409,2023-03-05,4851.37,Healthcare,Credit Card,Current,0.4,2023-03
329,733603,2023-02-07,4858.75,Entertainment,Mobile Wallet,Current,0.4,2023-02
329,474747,2023-05-11,1417.95,Healthcare,Debit Card,Current,0.4,2023-05
329,750783,2023-01-18,3200.5,Bills,Credit Card,Current,0.4,2023-01
329,569580,2023-01-06,665.58,Groceries,Crypto,Current,0.4,2023-01
329,507784,2023-12-30,1346.36,Healthcare,Debit Card,Current,0.4,2023-12
329,291276,2023-12-28,1582.61,Shopping,Debit Card,Current,0.4,2023-12
329,710783,2023-10-02,2899.51,Groceries,Crypto,Current,0.4,2023-10
329,378503,2023-02-14,4931.6,Shopping,Credit Card,Current,0.4,2023-02
330,760990,2023-05-07,2149.92,Healthcare,Mobile Wallet,Fully Paid,0.2,2023-05
330,581133,2023-11-07,4686.75,Groceries,Bank Transfer,Fully Paid,0.2,2023-11
330,251576,2023-10-19,2414.92,Healthcare,Crypto,Fully Paid,0.2,2023-10
330,481658,2023-04-10,271.35,Groceries,Credit Card,Fully Paid,0.2,2023-04
330,285292,2023-10-20,3033.99,Healthcare,Bank Transfer,Fully Paid,0.2,2023-10
330,287277,2023-06-15,4242.77,Groceries,Crypto,Fully Paid,0.2,2023-06
330,303758,2023-04-16,1343.11,Shopping,Debit Card,Fully Paid,0.2,2023-04
330,913848,2023-06-20,1439.34,Groceries,Debit Card,Fully Paid,0.2,2023-06
330,217979,2023-01-03,4344.39,Healthcare,Bank Transfer,Fully Paid,0.2,2023-01
330,130498,2023-01-05,612.66,Shopping,Credit Card,Fully Paid,0.2,2023-01
330,515119,2023-08-07,1543.98,Loan Payment,Bank Transfer,Fully Paid,0.2,2023-08
330,460170,2023-08-03,1665.3,Healthcare,Credit Card,Fully Paid,0.2,2023-08
330,336448,2023-02-09,3830.17,Groceries,Bank Transfer,Fully Paid,0.2,2023-02
330,821452,2023-04-15,2487.51,Loan Payment,Bank Transfer,Fully Paid,0.2,2023-04
330,353733,2023-12-07,4771.14,Entertainment,Debit Card,Fully Paid,0.2,2023-12
330,775744,2023-06-14,384.14,Healthcare,Bank Transfer,Fully Paid,0.2,2023-06
330,619328,2023-05-31,4954.33,Groceries,Bank Transfer,Fully Paid,0.2,2023-05
330,859092,2023-06-13,2651.83,Shopping,Mobile Wallet,Fully Paid,0.2,2023-06
330,557413,2023-03-31,2078.31,Entertainment,Crypto,Fully Paid,0.2,2023-03
330,843671,2023-07-10,1325.81,Loan Payment,Mobile Wallet,Fully Paid,0.2,2023-07
330,249502,2023-10-03,151.38,Bills,Debit Card,Fully Paid,0.2,2023-10
331,198363,2023-06-23,4045.04,Loan Payment,Mobile Wallet,Current,0.6,2023-06
331,507111,2023-11-24,4430.76,Loan Payment,Crypto,Current,0.6,2023-11
331,997550,2023-01-16,3681.66,Entertainment,Crypto,Current,0.6,2023-01
331,568488,2023-01-13,3054.45,Entertainment,Credit Card,Current,0.6,2023-01
331,990969,2023-05-04,3798.11,Groceries,Bank Transfer,Current,0.6,2023-05
331,214152,2023-02-02,1454.32,Loan Payment,Debit Card,Current,0.6,2023-02
331,192998,2023-03-07,1634.46,Healthcare,Debit Card,Current,0.6,2023-03
331,235315,2023-09-11,1629.37,Entertainment,Crypto,Current,0.6,2023-09
331,915489,2023-11-09,3813.4,Groceries,Debit Card,Current,0.6,2023-11
331,419434,2023-03-21,3627.97,Groceries,Crypto,Current,0.6,2023-03
331,189849,2023-02-14,2833.89,Loan Payment,Bank Transfer,Current,0.6,2023-02
331,849153,2023-07-02,1481.21,Bills,Debit Card,Current,0.6,2023-07
331,364831,2023-02-07,682.1,Bills,Debit Card,Current,0.6,2023-02
331,174542,2023-08-25,134.87,Loan Payment,Debit Card,Current,0.6,2023-08
331,867908,2023-04-07,647.18,Shopping,Debit Card,Current,0.6,2023-04
331,978840,2023-10-10,1484.77,Bills,Debit Card,Current,0.6,2023-10
331,327958,2023-02-04,1193.6,Loan Payment,Mobile Wallet,Current,0.6,2023-02
331,931233,2023-10-22,4169.98,Groceries,Mobile Wallet,Current,0.6,2023-10
331,289712,2023-04-23,608.68,Entertainment,Bank Transfer,Current,0.6,2023-04
331,673244,2023-08-15,3007.63,Healthcare,Credit Card,Current,0.6,2023-08
331,899537,2023-12-09,2219.26,Healthcare,Mobile Wallet,Current,0.6,2023-12
331,930633,2023-02-27,2994.19,Groceries,Credit Card,Current,0.6,2023-02
331,425260,2023-10-22,4754.19,Groceries,Debit Card,Current,0.6,2023-10
331,691225,2023-03-12,1587.35,Groceries,Bank Transfer,Current,0.6,2023-03
331,869804,2023-01-02,1915.1,Shopping,Credit Card,Current,0.6,2023-01
331,468219,2023-07-27,898.13,Entertainment,Bank Transfer,Current,0.6,2023-07
331,754856,2023-03-07,3077.88,Entertainment,Debit Card,Current,0.6,2023-03
331,522466,2023-07-25,225.57,Bills,Crypto,Current,0.6,2023-07
331,588656,2023-09-14,244.91,Loan Payment,Credit Card,Current,0.6,2023-09
331,497886,2023-07-23,1889.8,Groceries,Bank Transfer,Current,0.6,2023-07
331,747275,2023-08-07,3242.14,Shopping,Crypto,Current,0.6,2023-08
331,332931,2023-05-31,2058.27,Shopping,Credit Card,Current,0.6,2023-05
331,729407,2023-11-30,1189.14,Shopping,Mobile Wallet,Current,0.6,2023-11
331,640516,2023-07-29,3223.27,Groceries,Debit Card,Current,0.6,2023-07
331,321658,2023-09-23,2774.7,Bills,Crypto,Current,0.6,2023-09
331,720123,2023-01-11,4191.52,Healthcare,Crypto,Current,0.6,2023-01
331,882287,2023-02-12,3804.04,Entertainment,Crypto,Current,0.6,2023-02
331,625962,2023-12-28,4129.79,Loan Payment,Mobile Wallet,Current,0.6,2023-12
331,476015,2023-05-23,350.8,Entertainment,Mobile Wallet,Current,0.6,2023-05
332,231074,2023-05-30,176.29,Groceries,Credit Card,Current,0.4,2023-05
332,507829,2023-07-16,2361.78,Bills,Bank Transfer,Current,0.4,2023-07
332,499938,2023-01-05,3257.79,Entertainment,Credit Card,Current,0.4,2023-01
332,816396,2023-01-20,1175.92,Healthcare,Mobile Wallet,Current,0.4,2023-01
332,234783,2023-12-22,3463.52,Shopping,Mobile Wallet,Current,0.4,2023-12
332,826889,2023-04-03,4057.03,Loan Payment,Credit Card,Current,0.4,2023-04
332,429784,2023-08-19,3358.81,Healthcare,Mobile Wallet,Current,0.4,2023-08
332,459994,2023-12-25,1613.51,Healthcare,Credit Card,Current,0.4,2023-12
332,255125,2023-04-13,645.88,Loan Payment,Mobile Wallet,Current,0.4,2023-04
332,888761,2023-01-05,178.99,Shopping,Credit Card,Current,0.4,2023-01
332,531510,2023-09-15,1208.42,Bills,Bank Transfer,Current,0.4,2023-09
332,926823,2023-05-16,2727.56,Healthcare,Credit Card,Current,0.4,2023-05
332,391230,2023-07-08,4750.14,Bills,Mobile Wallet,Current,0.4,2023-07
332,459710,2023-11-04,4297.14,Loan Payment,Bank Transfer,Current,0.4,2023-11
332,850712,2023-12-10,4385.15,Entertainment,Crypto,Current,0.4,2023-12
332,635645,2023-04-23,3746.66,Entertainment,Credit Card,Current,0.4,2023-04
332,808553,2023-03-22,1372.83,Loan Payment,Mobile Wallet,Current,0.4,2023-03
332,859492,2023-10-08,3395.28,Healthcare,Mobile Wallet,Current,0.4,2023-10
332,762830,2023-09-15,2803.83,Bills,Credit Card,Current,0.4,2023-09
332,176994,2023-06-14,2612.75,Healthcare,Credit Card,Current,0.4,2023-06
332,193762,2023-04-04,150.41,Bills,Mobile Wallet,Current,0.4,2023-04
332,382423,2023-05-13,552.52,Healthcare,Crypto,Current,0.4,2023-05
332,576542,2023-03-30,4919.98,Entertainment,Bank Transfer,Current,0.4,2023-03
332,119816,2023-02-17,4373.66,Bills,Crypto,Current,0.4,2023-02
332,920392,2023-08-30,573.6,Entertainment,Mobile Wallet,Current,0.4,2023-08
332,368831,2023-03-31,636.62,Shopping,Credit Card,Current,0.4,2023-03
332,830038,2023-12-30,1993.66,Healthcare,Bank Transfer,Current,0.4,2023-12
332,778616,2023-09-27,829.79,Bills,Debit Card,Current,0.4,2023-09
332,210412,2023-06-29,1042.47,Groceries,Bank Transfer,Current,0.4,2023-06
332,542945,2023-06-15,1880.46,Loan Payment,Crypto,Current,0.4,2023-06
332,790071,2023-08-09,920.89,Entertainment,Mobile Wallet,Current,0.4,2023-08
332,785431,2023-09-16,3543.25,Entertainment,Debit Card,Current,0.4,2023-09
332,826100,2023-10-28,2762.02,Healthcare,Debit Card,Current,0.4,2023-10
332,710119,2023-10-25,4842.02,Shopping,Bank Transfer,Current,0.4,2023-10
332,813483,2023-11-26,1620.58,Shopping,Mobile Wallet,Current,0.4,2023-11
332,393535,2023-01-20,2337.23,Shopping,Bank Transfer,Current,0.4,2023-01
332,179672,2023-05-02,4932.0,Loan Payment,Bank Transfer,Current,0.4,2023-05
333,415231,2023-01-05,3708.96,Groceries,Bank Transfer,Fully Paid,0.2,2023-01
333,895998,2023-03-22,4640.61,Groceries,Debit Card,Fully Paid,0.2,2023-03
333,139798,2023-03-05,3625.16,Bills,Mobile Wallet,Fully Paid,0.2,2023-03
333,581592,2023-11-05,2864.08,Bills,Mobile Wallet,Fully Paid,0.2,2023-11
333,600824,2023-06-08,1219.68,Shopping,Credit Card,Fully Paid,0.2,2023-06
333,748055,2023-12-13,927.69,Bills,Credit Card,Fully Paid,0.2,2023-12
333,466072,2023-03-15,670.54,Bills,Mobile Wallet,Fully Paid,0.2,2023-03
333,908130,2023-05-17,1826.74,Healthcare,Crypto,Fully Paid,0.2,2023-05
333,414209,2023-12-23,3429.0,Healthcare,Bank Transfer,Fully Paid,0.2,2023-12
333,934151,2023-09-05,2764.67,Loan Payment,Mobile Wallet,Fully Paid,0.2,2023-09
333,744549,2023-10-18,1152.84,Healthcare,Credit Card,Fully Paid,0.2,2023-10
333,783363,2023-09-06,2320.87,Shopping,Crypto,Fully Paid,0.2,2023-09
333,256332,2023-04-02,1742.26,Bills,Bank Transfer,Fully Paid,0.2,2023-04
333,756015,2023-05-04,748.4,Healthcare,Credit Card,Fully Paid,0.2,2023-05
333,535828,2023-09-17,2698.36,Groceries,Crypto,Fully Paid,0.2,2023-09
333,218718,2023-11-12,1103.71,Groceries,Credit Card,Fully Paid,0.2,2023-11
333,766587,2023-12-15,4778.0,Healthcare,Credit Card,Fully Paid,0.2,2023-12
333,961566,2023-03-19,1843.87,Healthcare,Crypto,Fully Paid,0.2,2023-03
333,555278,2023-03-28,1385.59,Groceries,Debit Card,Fully Paid,0.2,2023-03
333,869595,2023-01-31,268.34,Groceries,Debit Card,Fully Paid,0.2,2023-01
333,511070,2023-04-21,4759.49,Entertainment,Crypto,Fully Paid,0.2,2023-04
333,132381,2023-10-05,4173.55,Healthcare,Credit Card,Fully Paid,0.2,2023-10
333,841608,2023-05-27,620.82,Loan Payment,Crypto,Fully Paid,0.2,2023-05
333,938110,2023-03-19,2737.49,Entertainment,Crypto,Fully Paid,0.2,2023-03
333,131371,2023-10-11,2377.49,Groceries,Crypto,Fully Paid,0.2,2023-10
333,547190,2023-04-27,932.14,Healthcare,Crypto,Fully Paid,0.2,2023-04
333,547757,2023-12-28,1605.82,Healthcare,Credit Card,Fully Paid,0.2,2023-12
333,802787,2023-06-18,2396.11,Shopping,Debit Card,Fully Paid,0.2,2023-06
333,788000,2023-04-14,4528.33,Bills,Credit Card,Fully Paid,0.2,2023-04
333,769359,2023-09-22,3412.15,Healthcare,Debit Card,Fully Paid,0.2,2023-09
333,269832,2023-12-24,4567.37,Healthcare,Debit Card,Fully Paid,0.2,2023-12
333,699489,2023-11-05,2066.34,Loan Payment,Mobile Wallet,Fully Paid,0.2,2023-11
333,907991,2023-10-23,2457.79,Bills,Credit Card,Fully Paid,0.2,2023-10
333,762671,2023-04-17,2927.48,Shopping,Crypto,Fully Paid,0.2,2023-04
333,767045,2023-03-27,4666.65,Bills,Debit Card,Fully Paid,0.2,2023-03
333,825428,2023-03-23,3510.09,Loan Payment,Bank Transfer,Fully Paid,0.2,2023-03
333,364709,2023-04-10,2824.55,Entertainment,Credit Card,Fully Paid,0.2,2023-04
333,490562,2023-10-24,1847.47,Shopping,Crypto,Fully Paid,0.2,2023-10
333,932509,2023-01-23,3864.98,Bills,Bank Transfer,Fully Paid,0.2,2023-01
333,508980,2023-12-13,3203.45,Entertainment,Crypto,Fully Paid,0.2,2023-12
333,390635,2023-02-26,925.06,Shopping,Debit Card,Fully Paid,0.2,2023-02
333,117451,2023-07-04,4539.37,Healthcare,Debit Card,Fully Paid,0.2,2023-07
333,654356,2023-11-18,3304.28,Loan Payment,Credit Card,Fully Paid,0.2,2023-11
333,511122,2023-03-05,714.01,Entertainment,Bank Transfer,Fully Paid,0.2,2023-03
334,665552,2023-03-01,2161.12,Entertainment,Bank Transfer,Fully Paid,0.2,2023-03
334,293379,2023-05-06,1110.79,Bills,Credit Card,Fully Paid,0.2,2023-05
334,166637,2023-10-28,1781.51,Healthcare,Crypto,Fully Paid,0.2,2023-10
334,912204,2023-01-28,3775.52,Loan Payment,Crypto,Fully Paid,0.2,2023-01
334,406265,2023-09-02,4201.45,Groceries,Crypto,Fully Paid,0.2,2023-09
334,474073,2023-07-28,2568.54,Groceries,Crypto,Fully Paid,0.2,2023-07
334,986063,2023-02-05,1922.38,Loan Payment,Mobile Wallet,Fully Paid,0.2,2023-02
334,142664,2023-08-24,3942.27,Healthcare,Crypto,Fully Paid,0.2,2023-08
334,272109,2023-05-07,4329.1,Healthcare,Debit Card,Fully Paid,0.2,2023-05
334,468362,2023-10-31,2225.96,Groceries,Crypto,Fully Paid,0.2,2023-10
334,671518,2023-04-11,4329.06,Groceries,Crypto,Fully Paid,0.2,2023-04
334,816134,2023-05-09,800.52,Shopping,Credit Card,Fully Paid,0.2,2023-05
334,295095,2023-03-23,4024.79,Entertainment,Crypto,Fully Paid,0.2,2023-03
334,872718,2023-04-16,2593.46,Healthcare,Bank Transfer,Fully Paid,0.2,2023-04
334,134318,2023-09-25,4456.42,Bills,Bank Transfer,Fully Paid,0.2,2023-09
334,542268,2023-09-09,4596.77,Entertainment,Credit Card,Fully Paid,0.2,2023-09
334,978441,2023-02-18,2661.3,Loan Payment,Mobile Wallet,Fully Paid,0.2,2023-02
334,298797,2023-07-07,322.0,Bills,Debit Card,Fully Paid,0.2,2023-07
334,395423,2023-06-23,4702.22,Healthcare,Debit Card,Fully Paid,0.2,2023-06
334,712319,2023-08-03,1077.51,Groceries,Crypto,Fully Paid,0.2,2023-08
334,924222,2023-07-11,1509.05,Groceries,Credit Card,Fully Paid,0.2,2023-07
334,175963,2023-09-04,4950.1,Loan Payment,Bank Transfer,Fully Paid,0.2,2023-09
334,942537,2023-10-02,991.26,Bills,Credit Card,Fully Paid,0.2,2023-10
334,976301,2023-01-29,3917.54,Bills,Bank Transfer,Fully Paid,0.2,2023-01
334,324489,2023-06-24,3830.21,Healthcare,Bank Transfer,Fully Paid,0.2,2023-06
334,863277,2023-11-07,2611.62,Loan Payment,Crypto,Fully Paid,0.2,2023-11
334,331824,2023-04-20,4793.15,Shopping,Crypto,Fully Paid,0.2,2023-04
334,498460,2023-05-15,1920.27,Entertainment,Debit Card,Fully Paid,0.2,2023-05
334,705100,2023-03-16,2198.14,Bills,Bank Transfer,Fully Paid,0.2,2023-03
335,318977,2023-11-27,315.03,Healthcare,Debit Card,Current,0.4,2023-11
335,357613,2023-04-20,2910.87,Entertainment,Crypto,Current,0.4,2023-04
335,850320,2023-04-04,2444.66,Loan Payment,Bank Transfer,Current,0.4,2023-04
335,624304,2023-03-18,316.44,Groceries,Crypto,Current,0.4,2023-03
335,288760,2023-02-21,2246.64,Loan Payment,Credit Card,Current,0.4,2023-02
335,438370,2023-10-28,184.87,Loan Payment,Credit Card,Current,0.4,2023-10
335,841184,2023-11-14,2834.98,Entertainment,Mobile Wallet,Current,0.4,2023-11
335,518527,2023-05-14,2225.05,Healthcare,Credit Card,Current,0.4,2023-05
335,477053,2023-09-26,1116.41,Groceries,Bank Transfer,Current,0.4,2023-09
335,997949,2023-06-12,2368.06,Shopping,Crypto,Current,0.4,2023-06
335,752417,2023-06-21,1107.33,Shopping,Bank Transfer,Current,0.4,2023-06
335,525154,2023-03-19,3563.7,Entertainment,Debit Card,Current,0.4,2023-03
335,278763,2023-12-17,2771.33,Groceries,Crypto,Current,0.4,2023-12
335,122100,2023-06-01,1784.27,Bills,Crypto,Current,0.4,2023-06
335,195241,2023-06-10,1124.72,Shopping,Mobile Wallet,Current,0.4,2023-06
335,825498,2023-06-18,4117.94,Bills,Credit Card,Current,0.4,2023-06
335,102462,2023-08-21,4144.68,Bills,Debit Card,Current,0.4,2023-08
335,794274,2023-01-20,2948.04,Bills,Mobile Wallet,Current,0.4,2023-01
335,293113,2023-08-29,3496.21,Healthcare,Bank Transfer,Current,0.4,2023-08
335,679461,2023-09-19,4212.79,Loan Payment,Bank Transfer,Current,0.4,2023-09
335,794721,2023-05-29,2070.04,Groceries,Crypto,Current,0.4,2023-05
335,248123,2023-03-13,281.32,Shopping,Mobile Wallet,Current,0.4,2023-03
335,204558,2023-11-09,4013.53,Loan Payment,Credit Card,Current,0.4,2023-11
335,646733,2023-08-19,2159.94,Groceries,Debit Card,Current,0.4,2023-08
335,244397,2023-11-24,589.34,Groceries,Debit Card,Current,0.4,2023-11
335,944070,2023-08-06,1794.89,Loan Payment,Debit Card,Current,0.4,2023-08
335,288407,2023-11-28,1719.44,Groceries,Debit Card,Current,0.4,2023-11
335,341748,2023-06-21,1176.83,Bills,Credit Card,Current,0.4,2023-06
335,911876,2023-06-04,4886.9,Shopping,Bank Transfer,Current,0.4,2023-06
335,280857,2023-05-16,3204.07,Healthcare,Bank Transfer,Current,0.4,2023-05
335,815236,2023-11-06,3906.05,Loan Payment,Credit Card,Current,0.4,2023-11
335,930213,2023-04-15,1743.85,Healthcare,Bank Transfer,Current,0.4,2023-04
335,901108,2023-07-20,1616.32,Groceries,Bank Transfer,Current,0.4,2023-07
335,216732,2023-07-03,370.35,Entertainment,Debit Card,Current,0.4,2023-07
335,851520,2023-05-08,1728.11,Groceries,Mobile Wallet,Current,0.4,2023-05
335,464302,2023-07-01,913.96,Groceries,Credit Card,Current,0.4,2023-07
335,339209,2023-09-21,2007.31,Shopping,Debit Card,Current,0.4,2023-09
335,476268,2023-07-04,950.39,Healthcare,Debit Card,Current,0.4,2023-07
335,346889,2023-06-01,3631.76,Groceries,Mobile Wallet,Current,0.4,2023-06
335,489570,2023-01-29,352.35,Shopping,Credit Card,Current,0.4,2023-01
335,848567,2023-08-12,2772.87,Loan Payment,Debit Card,Current,0.4,2023-08
335,809209,2023-03-25,4863.28,Healthcare,Mobile Wallet,Current,0.4,2023-03
336,540806,2023-04-23,4832.12,Shopping,Debit Card,Current,0.4,2023-04
336,999746,2023-01-18,4800.57,Loan Payment,Credit Card,Current,0.4,2023-01
336,467797,2023-05-07,1921.58,Shopping,Credit Card,Current,0.4,2023-05
336,868448,2023-10-30,2401.09,Bills,Mobile Wallet,Current,0.4,2023-10
336,277256,2023-12-29,2124.34,Healthcare,Crypto,Current,0.4,2023-12
336,848332,2023-02-28,2966.68,Entertainment,Mobile Wallet,Current,0.4,2023-02
336,190107,2023-12-28,3780.26,Shopping,Debit Card,Current,0.4,2023-12
336,905612,2023-06-16,166.62,Entertainment,Crypto,Current,0.4,2023-06
336,170715,2023-03-21,3437.65,Shopping,Credit Card,Current,0.4,2023-03
336,437674,2023-07-10,4517.71,Entertainment,Crypto,Current,0.4,2023-07
336,780436,2023-11-18,1309.07,Loan Payment,Credit Card,Current,0.4,2023-11
336,362465,2023-05-15,2414.87,Entertainment,Mobile Wallet,Current,0.4,2023-05
336,523511,2023-09-16,710.85,Healthcare,Crypto,Current,0.4,2023-09
336,299286,2023-02-20,4404.47,Loan Payment,Bank Transfer,Current,0.4,2023-02
336,761661,2023-05-01,1251.96,Healthcare,Bank Transfer,Current,0.4,2023-05
336,226239,2023-09-26,3018.31,Loan Payment,Mobile Wallet,Current,0.4,2023-09
336,805193,2023-04-04,3392.8,Groceries,Mobile Wallet,Current,0.4,2023-04
336,145597,2023-07-25,2374.59,Entertainment,Mobile Wallet,Current,0.4,2023-07
336,965670,2023-01-29,1982.88,Bills,Mobile Wallet,Current,0.4,2023-01
336,869258,2023-08-13,1217.06,Bills,Crypto,Current,0.4,2023-08
336,358437,2023-11-04,1343.17,Shopping,Debit Card,Current,0.4,2023-11
336,558482,2023-11-25,3423.9,Bills,Mobile Wallet,Current,0.4,2023-11
336,559365,2023-11-10,3699.56,Entertainment,Crypto,Current,0.4,2023-11
336,852415,2023-10-11,1225.97,Bills,Crypto,Current,0.4,2023-10
336,701024,2023-12-18,4125.48,Shopping,Credit Card,Current,0.4,2023-12
336,665447,2023-08-27,3319.74,Healthcare,Debit Card,Current,0.4,2023-08
336,480904,2023-06-20,389.1,Healthcare,Bank Transfer,Current,0.4,2023-06
336,262941,2023-01-28,2310.79,Bills,Mobile Wallet,Current,0.4,2023-01
336,419710,2023-12-11,3897.53,Loan Payment,Debit Card,Current,0.4,2023-12
336,214366,2023-12-20,4297.24,Entertainment,Credit Card,Current,0.4,2023-12
336,637897,2023-04-02,3087.71,Shopping,Mobile Wallet,Current,0.4,2023-04
336,869321,2023-08-22,4218.05,Entertainment,Crypto,Current,0.4,2023-08
336,845587,2023-09-26,4314.0,Healthcare,Mobile Wallet,Current,0.4,2023-09
336,152258,2023-04-18,2892.15,Bills,Mobile Wallet,Current,0.4,2023-04
336,230800,2023-06-08,427.39,Loan Payment,Bank Transfer,Current,0.4,2023-06
336,362834,2023-02-11,3310.43,Shopping,Crypto,Current,0.4,2023-02
336,184582,2023-06-30,4293.45,Entertainment,Debit Card,Current,0.4,2023-06
336,708531,2023-08-20,1494.9,Healthcare,Debit Card,Current,0.4,2023-08
336,503440,2023-06-25,140.78,Shopping,Mobile Wallet,Current,0.4,2023-06
