user_id,total_spent,avg_transaction_value,transaction_count,unique_categories,most_used_payment_method,avg_risk_score,spending_trend,5D_vector
172,74576.37,2663.4417857142857,28,6,Bank Transfer,0.6,2.3690283246645083,"[0.6, np.float64(0.5738791623171935), 2.3690283246645083, 74576.37, 28]"
173,15017.4,2502.9,6,4,Credit Card,0.20000000000000004,0.6507227666324147,"[0.20000000000000004, np.float64(0.5738791623171935), 0.6507227666324147, 15017.4, 6]"
174,15501.45,1937.68125,8,4,Mobile Wallet,0.4,2.680366232581807,"[0.4, np.float64(0.5738791623171935), 2.680366232581807, 15501.45, 8]"
175,37261.61,2484.1073333333334,15,5,Credit Card,0.2,1.1515941842282926,"[0.2, np.float64(0.5738791623171935), 1.1515941842282926, 37261.61, 15]"
176,39900.130000000005,3069.2407692307697,13,5,Crypto,0.4,0.42286095947808505,"[0.4, np.float64(0.5738791623171935), 0.42286095947808505, 39900.130000000005, 13]"
177,35201.79,2933.4825,12,4,Bank Transfer,0.20000000000000004,0.630242793650873,"[0.20000000000000004, np.float64(0.5738791623171935), 0.630242793650873, 35201.79, 12]"
178,13553.23,2258.8716666666664,6,4,Credit Card,0.20000000000000004,0.9257493522208415,"[0.20000000000000004, np.float64(0.5738791623171935), 0.9257493522208415, 13553.23, 6]"
179,101876.88,2263.9306666666666,45,6,Crypto,0.2,0.9547734201906978,"[0.2, np.float64(0.5738791623171935), 0.9547734201906978, 101876.88, 45]"
180,124033.86,2696.3882608695653,46,6,Crypto,0.4,0.5703207317274809,"[0.4, np.float64(0.5738791623171935), 0.5703207317274809, 124033.86, 46]"
181,104224.28,2481.5304761904763,42,6,Debit Card,0.2,1.0488080650876594,"[0.2, np.float64(0.5738791623171935), 1.0488080650876594, 104224.28, 42]"
182,76460.91,2248.850294117647,34,6,Crypto,0.4,1.1410270042106363,"[0.4, np.float64(0.5738791623171935), 1.1410270042106363, 76460.91, 34]"
183,99387.39,2311.3346511627906,43,6,Mobile Wallet,0.6,2.1332372187973725,"[0.6, np.float64(0.5738791623171935), 2.1332372187973725, 99387.39, 43]"
184,68049.45999999999,2430.337857142857,28,6,Bank Transfer,0.4,1.6392509775295054,"[0.4, np.float64(0.5738791623171935), 1.6392509775295054, 68049.45999999999, 28]"
185,26728.899999999998,2056.0692307692307,13,5,Debit Card,0.2,2.115443443414541,"[0.2, np.float64(0.5738791623171935), 2.115443443414541, 26728.899999999998, 13]"
186,102761.39,2446.699761904762,42,6,Bank Transfer,0.2,1.0102828397957455,"[0.2, np.float64(0.5738791623171935), 1.0102828397957455, 102761.39, 42]"
187,52301.98,2752.7357894736842,19,6,Crypto,0.2,0.9061915830748037,"[0.2, np.float64(0.5738791623171935), 0.9061915830748037, 52301.98, 19]"
188,62359.63,2598.3179166666664,24,6,Debit Card,1.0,1.0480519301943783,"[1.0, np.float64(0.5738791623171935), 1.0480519301943783, 62359.63, 24]"
189,91084.13,2396.9507894736844,38,6,Crypto,0.4,2.009379191064397,"[0.4, np.float64(0.5738791623171935), 2.009379191064397, 91084.13, 38]"
190,58277.33,2158.4196296296295,27,6,Debit Card,0.2,0.8429139561239894,"[0.2, np.float64(0.5738791623171935), 0.8429139561239894, 58277.33, 27]"
191,114972.45,2446.222340425532,47,6,Debit Card,0.8,1.779798302819555,"[0.8, np.float64(0.5738791623171935), 1.779798302819555, 114972.45, 47]"
192,121945.93000000001,2488.692448979592,49,6,Bank Transfer,0.2,0.39912564190839483,"[0.2, np.float64(0.5738791623171935), 0.39912564190839483, 121945.93000000001, 49]"
193,110666.08,2634.9066666666668,42,6,Mobile Wallet,0.7,1.4736752342971318,"[0.7, np.float64(0.5738791623171935), 1.4736752342971318, 110666.08, 42]"
194,111502.35,2372.390425531915,47,6,Debit Card,0.9000000000000001,1.3434948463062097,"[0.9000000000000001, np.float64(0.5738791623171935), 1.3434948463062097, 111502.35, 47]"
195,20875.32,2319.48,9,6,Credit Card,0.4,1.4579052774905044,"[0.4, np.float64(0.5738791623171935), 1.4579052774905044, 20875.32, 9]"
196,14478.11,2068.3014285714285,7,3,Bank Transfer,0.2,0.8545297518685522,"[0.2, np.float64(0.5738791623171935), 0.8545297518685522, 14478.11, 7]"
197,86481.31,2337.3327027027026,37,6,Bank Transfer,0.7,2.9753842556643404,"[0.7, np.float64(0.5738791623171935), 2.9753842556643404, 86481.31, 37]"
198,61123.07,2657.5247826086957,23,6,Crypto,0.4,0.45452466554617393,"[0.4, np.float64(0.5738791623171935), 0.45452466554617393, 61123.07, 23]"
199,26395.52,2932.8355555555554,9,6,Credit Card,0.6,0.4417992368920982,"[0.6, np.float64(0.5738791623171935), 0.4417992368920982, 26395.52, 9]"
200,35143.07,2510.219285714286,14,6,Debit Card,0.2,0.7746981877391355,"[0.2, np.float64(0.5738791623171935), 0.7746981877391355, 35143.07, 14]"
201,82212.83,2418.0244117647057,34,6,Credit Card,0.4,3.5897260334314387,"[0.4, np.float64(0.5738791623171935), 3.5897260334314387, 82212.83, 34]"
202,100287.06,2639.133157894737,38,5,Crypto,0.4,0.6902753928338073,"[0.4, np.float64(0.5738791623171935), 0.6902753928338073, 100287.06, 38]"
203,79345.97,2736.0679310344826,29,6,Mobile Wallet,0.4,0.5518568283474639,"[0.4, np.float64(0.5738791623171935), 0.5518568283474639, 79345.97, 29]"
204,28067.01,2551.5463636363634,11,5,Credit Card,0.2,0.586961303727332,"[0.2, np.float64(0.5738791623171935), 0.586961303727332, 28067.01, 11]"
205,21164.34,2645.5425,8,4,Credit Card,0.2,0.2644020943252405,"[0.2, np.float64(0.5738791623171935), 0.2644020943252405, 21164.34, 8]"
206,73486.92,2370.545806451613,31,6,Bank Transfer,0.2,0.9564034809279491,"[0.2, np.float64(0.5738791623171935), 0.9564034809279491, 73486.92, 31]"
207,42426.79,2828.4526666666666,15,6,Bank Transfer,0.9,1.2928661470164189,"[0.9, np.float64(0.5738791623171935), 1.2928661470164189, 42426.79, 15]"
208,108392.99,2408.733111111111,45,6,Debit Card,0.9,1.7294664374099094,"[0.9, np.float64(0.5738791623171935), 1.7294664374099094, 108392.99, 45]"
209,79673.6,2655.786666666667,30,6,Debit Card,0.2,0.662258896783307,"[0.2, np.float64(0.5738791623171935), 0.662258896783307, 79673.6, 30]"
210,105270.89,2631.77225,40,6,Credit Card,0.2,1.1269186242599691,"[0.2, np.float64(0.5738791623171935), 1.1269186242599691, 105270.89, 40]"
211,65287.47,2418.0544444444445,27,6,Crypto,0.4,3.384929662776831,"[0.4, np.float64(0.5738791623171935), 3.384929662776831, 65287.47, 27]"
212,73937.89,2640.6389285714286,28,6,Crypto,0.4,0.8422093437155717,"[0.4, np.float64(0.5738791623171935), 0.8422093437155717, 73937.89, 28]"
213,99879.36,2269.9854545454546,44,6,Crypto,0.4,0.6333347764455137,"[0.4, np.float64(0.5738791623171935), 0.6333347764455137, 99879.36, 44]"
214,103465.69,2652.96641025641,39,6,Bank Transfer,0.4,0.47542874881178254,"[0.4, np.float64(0.5738791623171935), 0.47542874881178254, 103465.69, 39]"
215,40074.43,2226.3572222222224,18,6,Bank Transfer,0.4,3.2232153318406525,"[0.4, np.float64(0.5738791623171935), 3.2232153318406525, 40074.43, 18]"
216,57566.55,2741.264285714286,21,6,Mobile Wallet,0.2,0.7972380095737222,"[0.2, np.float64(0.5738791623171935), 0.7972380095737222, 57566.55, 21]"
217,73539.69,2228.475454545455,33,6,Mobile Wallet,0.4,0.9006654517521656,"[0.4, np.float64(0.5738791623171935), 0.9006654517521656, 73539.69, 33]"
218,71681.87,2312.318387096774,31,6,Debit Card,0.4,1.516289282965701,"[0.4, np.float64(0.5738791623171935), 1.516289282965701, 71681.87, 31]"
219,72363.05,2783.1942307692307,26,6,Debit Card,0.2,0.585404543279806,"[0.2, np.float64(0.5738791623171935), 0.585404543279806, 72363.05, 26]"
220,111257.94,2367.1902127659573,47,6,Debit Card,0.2,2.594798033407896,"[0.2, np.float64(0.5738791623171935), 2.594798033407896, 111257.94, 47]"
221,53015.479999999996,2524.5466666666666,21,5,Bank Transfer,0.4,0.28606769030064677,"[0.4, np.float64(0.5738791623171935), 0.28606769030064677, 53015.479999999996, 21]"
222,80005.81,2580.832580645161,31,6,Credit Card,0.4,2.5186535965275403,"[0.4, np.float64(0.5738791623171935), 2.5186535965275403, 80005.81, 31]"
223,81679.52,2634.823225806452,31,6,Crypto,0.9,2.619526721208874,"[0.9, np.float64(0.5738791623171935), 2.619526721208874, 81679.52, 31]"
224,130105.45999999999,2768.2012765957447,47,6,Debit Card,0.2,1.6081586088880915,"[0.2, np.float64(0.5738791623171935), 1.6081586088880915, 130105.45999999999, 47]"
225,96839.2,2617.2756756756758,37,6,Mobile Wallet,0.2,0.48553544866624104,"[0.2, np.float64(0.5738791623171935), 0.48553544866624104, 96839.2, 37]"
226,28419.27,2841.927,10,3,Debit Card,0.4,0.21852875242832417,"[0.4, np.float64(0.5738791623171935), 0.21852875242832417, 28419.27, 10]"
227,65897.86,2353.495,28,6,Bank Transfer,0.4,2.2235837037966593,"[0.4, np.float64(0.5738791623171935), 2.2235837037966593, 65897.86, 28]"
228,110027.71,2341.015106382979,47,6,Crypto,0.9000000000000001,1.2927948815027657,"[0.9000000000000001, np.float64(0.5738791623171935), 1.2927948815027657, 110027.71, 47]"
229,39677.229999999996,1983.8614999999998,20,6,Debit Card,0.4,0.8277876784471735,"[0.4, np.float64(0.5738791623171935), 0.8277876784471735, 39677.229999999996, 20]"
230,20283.14,4056.6279999999997,5,3,Mobile Wallet,0.4,0.06834241987652198,"[0.4, np.float64(0.5738791623171935), 0.06834241987652198, 20283.14, 5]"
231,96472.69,2473.658717948718,39,6,Crypto,0.4,2.3843974727638826,"[0.4, np.float64(0.5738791623171935), 2.3843974727638826, 96472.69, 39]"
232,18746.14,2343.2675,8,5,Credit Card,0.2,5.370082225824443,"[0.2, np.float64(0.5738791623171935), 5.370082225824443, 18746.14, 8]"
233,39773.409999999996,2093.3373684210524,19,4,Mobile Wallet,0.4,0.7577848944150305,"[0.4, np.float64(0.5738791623171935), 0.7577848944150305, 39773.409999999996, 19]"
234,99817.0,2559.4102564102564,39,6,Debit Card,0.6,1.4633406464372927,"[0.6, np.float64(0.5738791623171935), 1.4633406464372927, 99817.0, 39]"
235,94708.69,2254.96880952381,42,6,Crypto,0.2,1.9530345154726445,"[0.2, np.float64(0.5738791623171935), 1.9530345154726445, 94708.69, 42]"
236,89048.78,2544.250857142857,35,6,Crypto,0.4,0.7652924568683975,"[0.4, np.float64(0.5738791623171935), 0.7652924568683975, 89048.78, 35]"
237,74746.06,2265.032121212121,33,6,Debit Card,0.4,1.2069971280920473,"[0.4, np.float64(0.5738791623171935), 1.2069971280920473, 74746.06, 33]"
238,120368.2,2507.670833333333,48,6,Crypto,0.4000000000000001,1.1776272431212724,"[0.4000000000000001, np.float64(0.5738791623171935), 1.1776272431212724, 120368.2, 48]"
239,116563.27,2533.984130434783,46,6,Crypto,0.4,2.495087732879174,"[0.4, np.float64(0.5738791623171935), 2.495087732879174, 116563.27, 46]"
240,61043.02,2260.8525925925924,27,6,Crypto,0.2,0.8205736017184931,"[0.2, np.float64(0.5738791623171935), 0.8205736017184931, 61043.02, 27]"
241,54438.92,3402.4325,16,6,Debit Card,0.2,0.27929773602798846,"[0.2, np.float64(0.5738791623171935), 0.27929773602798846, 54438.92, 16]"
242,70851.03,2443.1389655172416,29,6,Credit Card,0.4,1.0137333622640157,"[0.4, np.float64(0.5738791623171935), 1.0137333622640157, 70851.03, 29]"
243,45695.95,2405.0499999999997,19,5,Bank Transfer,0.9,0.8138385136994722,"[0.9, np.float64(0.5738791623171935), 0.8138385136994722, 45695.95, 19]"
244,65456.74,2517.566923076923,26,6,Bank Transfer,0.2,1.0815930149567512,"[0.2, np.float64(0.5738791623171935), 1.0815930149567512, 65456.74, 26]"
245,53070.29,2307.4039130434785,23,6,Mobile Wallet,0.4,4.417339386253758,"[0.4, np.float64(0.5738791623171935), 4.417339386253758, 53070.29, 23]"
246,55864.78,2940.251578947368,19,6,Credit Card,0.2,1.6400323484476496,"[0.2, np.float64(0.5738791623171935), 1.6400323484476496, 55864.78, 19]"
247,110246.52,2756.163,40,6,Credit Card,0.2,0.9781726224870562,"[0.2, np.float64(0.5738791623171935), 0.9781726224870562, 110246.52, 40]"
248,104098.62,2602.4655,40,6,Crypto,0.4,1.4883118385939373,"[0.4, np.float64(0.5738791623171935), 1.4883118385939373, 104098.62, 40]"
249,13231.39,2205.2316666666666,6,5,Credit Card,0.4000000000000001,1.6732349922196295,"[0.4000000000000001, np.float64(0.5738791623171935), 1.6732349922196295, 13231.39, 6]"
250,87980.0,2513.714285714286,35,6,Crypto,0.2,1.0315343872018252,"[0.2, np.float64(0.5738791623171935), 1.0315343872018252, 87980.0, 35]"
251,51814.35,3454.29,15,6,Credit Card,0.4,0.6189607709177968,"[0.4, np.float64(0.5738791623171935), 0.6189607709177968, 51814.35, 15]"
252,20912.86,2987.5514285714285,7,3,Mobile Wallet,0.6,0.42478621357466334,"[0.6, np.float64(0.5738791623171935), 0.42478621357466334, 20912.86, 7]"
253,128366.44,2917.4190909090908,44,6,Bank Transfer,0.6,0.4880908824623927,"[0.6, np.float64(0.5738791623171935), 0.4880908824623927, 128366.44, 44]"
254,20118.21,2514.77625,8,4,Credit Card,0.4,0.057546957555625604,"[0.4, np.float64(0.5738791623171935), 0.057546957555625604, 20118.21, 8]"
255,28174.98,2817.498,10,6,Crypto,0.2,0.39186632323649867,"[0.2, np.float64(0.5738791623171935), 0.39186632323649867, 28174.98, 10]"
256,22890.9,2861.3625,8,5,Crypto,0.4,0.6973420462446801,"[0.4, np.float64(0.5738791623171935), 0.6973420462446801, 22890.9, 8]"
257,18324.6,2617.7999999999997,7,3,Credit Card,0.2,2.2048079392632527,"[0.2, np.float64(0.5738791623171935), 2.2048079392632527, 18324.6, 7]"
258,28636.14,3181.793333333333,9,4,Debit Card,0.2,0.6302823482827653,"[0.2, np.float64(0.5738791623171935), 0.6302823482827653, 28636.14, 9]"
259,79959.23,2855.6867857142856,28,6,Bank Transfer,0.9,1.511048519266589,"[0.9, np.float64(0.5738791623171935), 1.511048519266589, 79959.23, 28]"
260,34502.95,3136.631818181818,11,6,Bank Transfer,0.2,0.07974148254645994,"[0.2, np.float64(0.5738791623171935), 0.07974148254645994, 34502.95, 11]"
261,40323.97,3360.3308333333334,12,6,Crypto,0.9,0.2794030169806346,"[0.9, np.float64(0.5738791623171935), 0.2794030169806346, 40323.97, 12]"
262,28178.7,2561.7000000000003,11,5,Debit Card,0.4,0.6864442455424948,"[0.4, np.float64(0.5738791623171935), 0.6864442455424948, 28178.7, 11]"
263,79583.99,2411.6360606060607,33,6,Mobile Wallet,0.4,1.1330773224944233,"[0.4, np.float64(0.5738791623171935), 1.1330773224944233, 79583.99, 33]"
264,71642.72,2388.0906666666665,30,5,Credit Card,0.2,2.327395346461661,"[0.2, np.float64(0.5738791623171935), 2.327395346461661, 71642.72, 30]"
265,41767.57,3212.89,13,6,Bank Transfer,0.9000000000000001,1.8695273873183134,"[0.9000000000000001, np.float64(0.5738791623171935), 1.8695273873183134, 41767.57, 13]"
266,122290.57,2445.8114,50,6,Bank Transfer,0.9,2.5732701741352266,"[0.9, np.float64(0.5738791623171935), 2.5732701741352266, 122290.57, 50]"
267,36930.33,2462.022,15,6,Crypto,0.2,0.6848692617613776,"[0.2, np.float64(0.5738791623171935), 0.6848692617613776, 36930.33, 15]"
268,44021.78,2201.089,20,6,Credit Card,0.6,0.9650756343528288,"[0.6, np.float64(0.5738791623171935), 0.9650756343528288, 44021.78, 20]"
269,54437.45,2592.2595238095237,21,6,Credit Card,0.9000000000000001,0.37354267997778406,"[0.9000000000000001, np.float64(0.5738791623171935), 0.37354267997778406, 54437.45, 21]"
270,48978.07,3061.129375,16,6,Mobile Wallet,0.2,0.39452576606829376,"[0.2, np.float64(0.5738791623171935), 0.39452576606829376, 48978.07, 16]"
271,43265.83,1802.7429166666668,24,6,Credit Card,0.20000000000000004,1.3442084531931422,"[0.20000000000000004, np.float64(0.5738791623171935), 1.3442084531931422, 43265.83, 24]"
272,41112.44,2284.0244444444447,18,6,Bank Transfer,0.4,1.1396592693135132,"[0.4, np.float64(0.5738791623171935), 1.1396592693135132, 41112.44, 18]"
273,67181.88,2488.217777777778,27,6,Bank Transfer,0.4,1.24703852335542,"[0.4, np.float64(0.5738791623171935), 1.24703852335542, 67181.88, 27]"
274,106908.42,2741.2415384615383,39,6,Crypto,0.2,0.36505230788303833,"[0.2, np.float64(0.5738791623171935), 0.36505230788303833, 106908.42, 39]"
275,43017.909999999996,2688.6193749999998,16,5,Credit Card,0.7,0.2786407224618153,"[0.7, np.float64(0.5738791623171935), 0.2786407224618153, 43017.909999999996, 16]"
276,14596.61,2919.322,5,5,Bank Transfer,0.2,0.3425021227807289,"[0.2, np.float64(0.5738791623171935), 0.3425021227807289, 14596.61, 5]"
277,113888.44,2324.2538775510207,49,6,Bank Transfer,0.4,0.3680002698227245,"[0.4, np.float64(0.5738791623171935), 0.3680002698227245, 113888.44, 49]"
278,96342.53,2408.56325,40,6,Bank Transfer,0.4,1.576682667651964,"[0.4, np.float64(0.5738791623171935), 1.576682667651964, 96342.53, 40]"
279,18883.24,2360.405,8,5,Bank Transfer,0.4,0.023087450775358072,"[0.4, np.float64(0.5738791623171935), 0.023087450775358072, 18883.24, 8]"
280,68891.88,2296.396,30,6,Credit Card,0.2,1.3435335506829815,"[0.2, np.float64(0.5738791623171935), 1.3435335506829815, 68891.88, 30]"
281,32610.79,2329.342142857143,14,6,Crypto,0.2,2.683427751740252,"[0.2, np.float64(0.5738791623171935), 2.683427751740252, 32610.79, 14]"
282,62256.89,2223.460357142857,28,6,Credit Card,0.2,0.2783013187559587,"[0.2, np.float64(0.5738791623171935), 0.2783013187559587, 62256.89, 28]"
283,77450.41,2766.0860714285714,28,6,Bank Transfer,0.4,1.9201104975102408,"[0.4, np.float64(0.5738791623171935), 1.9201104975102408, 77450.41, 28]"
284,95132.93000000001,2378.3232500000004,40,6,Crypto,0.6,0.7045510335755586,"[0.6, np.float64(0.5738791623171935), 0.7045510335755586, 95132.93000000001, 40]"
285,109858.75,2554.8546511627906,43,6,Bank Transfer,0.9,3.4148413617058546,"[0.9, np.float64(0.5738791623171935), 3.4148413617058546, 109858.75, 43]"
286,35530.83,2537.9164285714287,14,6,Mobile Wallet,0.4,0.30120191297911486,"[0.4, np.float64(0.5738791623171935), 0.30120191297911486, 35530.83, 14]"
287,108303.31,2354.4197826086956,46,6,Mobile Wallet,0.2,1.4481627166287954,"[0.2, np.float64(0.5738791623171935), 1.4481627166287954, 108303.31, 46]"
288,75260.8,2427.767741935484,31,6,Crypto,0.2,1.4813024751470996,"[0.2, np.float64(0.5738791623171935), 1.4813024751470996, 75260.8, 31]"
289,69090.0,2657.3076923076924,26,6,Credit Card,0.2,1.5828566138294615,"[0.2, np.float64(0.5738791623171935), 1.5828566138294615, 69090.0, 26]"
290,114593.06999999999,2728.4064285714285,42,6,Debit Card,0.6,1.2782519260033807,"[0.6, np.float64(0.5738791623171935), 1.2782519260033807, 114593.06999999999, 42]"
291,106116.71,2411.743409090909,44,6,Mobile Wallet,0.2,2.6116782609861406,"[0.2, np.float64(0.5738791623171935), 2.6116782609861406, 106116.71, 44]"
292,114398.65,2660.4337209302325,43,6,Bank Transfer,0.9,1.9716924482500795,"[0.9, np.float64(0.5738791623171935), 1.9716924482500795, 114398.65, 43]"
293,64857.46,2402.1281481481483,27,6,Bank Transfer,0.2,2.0641426908333367,"[0.2, np.float64(0.5738791623171935), 2.0641426908333367, 64857.46, 27]"
294,54137.450000000004,2577.97380952381,21,6,Credit Card,0.2,2.698353866891197,"[0.2, np.float64(0.5738791623171935), 2.698353866891197, 54137.450000000004, 21]"
295,105422.88,2108.4576,50,6,Debit Card,0.4,1.9203960212136715,"[0.4, np.float64(0.5738791623171935), 1.9203960212136715, 105422.88, 50]"
296,55997.12,2333.2133333333336,24,6,Mobile Wallet,0.20000000000000004,0.7050864724659559,"[0.20000000000000004, np.float64(0.5738791623171935), 0.7050864724659559, 55997.12, 24]"
297,61024.43,2653.236086956522,23,6,Debit Card,0.2,0.4031051921350102,"[0.2, np.float64(0.5738791623171935), 0.4031051921350102, 61024.43, 23]"
298,92191.48,2195.035238095238,42,6,Bank Transfer,0.9000000000000001,2.46923685530541,"[0.9000000000000001, np.float64(0.5738791623171935), 2.46923685530541, 92191.48, 42]"
299,107489.8,2239.3708333333334,48,6,Credit Card,0.4000000000000001,1.2961440412797518,"[0.4000000000000001, np.float64(0.5738791623171935), 1.2961440412797518, 107489.8, 48]"
300,110406.24,2453.472,45,6,Bank Transfer,0.4,2.2291441133430885,"[0.4, np.float64(0.5738791623171935), 2.2291441133430885, 110406.24, 45]"
301,119150.03,2906.098292682927,41,6,Credit Card,0.8999999999999999,3.0932221207785338,"[0.8999999999999999, np.float64(0.5738791623171935), 3.0932221207785338, 119150.03, 41]"
302,19905.54,1809.5945454545456,11,5,Crypto,1.0,0.7473810072539782,"[1.0, np.float64(0.5738791623171935), 0.7473810072539782, 19905.54, 11]"
303,68360.91,2972.2134782608696,23,6,Crypto,0.4,1.4992779237169827,"[0.4, np.float64(0.5738791623171935), 1.4992779237169827, 68360.91, 23]"
304,85635.51,3058.411071428571,28,6,Debit Card,0.2,1.3452331429028845,"[0.2, np.float64(0.5738791623171935), 1.3452331429028845, 85635.51, 28]"
305,96682.46,2762.356,35,6,Mobile Wallet,0.2,1.2336516531746198,"[0.2, np.float64(0.5738791623171935), 1.2336516531746198, 96682.46, 35]"
306,111123.05,2469.4011111111113,45,6,Credit Card,0.4,0.6430245185913904,"[0.4, np.float64(0.5738791623171935), 0.6430245185913904, 111123.05, 45]"
307,34793.1,2676.3923076923074,13,5,Bank Transfer,0.2,0.1659161355021663,"[0.2, np.float64(0.5738791623171935), 0.1659161355021663, 34793.1, 13]"
308,48915.6,2574.5052631578947,19,6,Crypto,0.6,1.1880404232837685,"[0.6, np.float64(0.5738791623171935), 1.1880404232837685, 48915.6, 19]"
309,22258.53,2782.31625,8,4,Bank Transfer,0.6,0.6364025329437207,"[0.6, np.float64(0.5738791623171935), 0.6364025329437207, 22258.53, 8]"
310,28538.12,2594.3745454545456,11,6,Bank Transfer,0.4,0.5547377891465729,"[0.4, np.float64(0.5738791623171935), 0.5547377891465729, 28538.12, 11]"
311,93171.23,2588.089722222222,36,6,Crypto,0.4,1.822844883361046,"[0.4, np.float64(0.5738791623171935), 1.822844883361046, 93171.23, 36]"
312,64289.64,2296.058571428571,28,6,Debit Card,0.2,1.216092693743937,"[0.2, np.float64(0.5738791623171935), 1.216092693743937, 64289.64, 28]"
313,63769.16,3188.458,20,6,Credit Card,0.4,1.2006733489056776,"[0.4, np.float64(0.5738791623171935), 1.2006733489056776, 63769.16, 20]"
314,35695.85,2379.7233333333334,15,6,Credit Card,0.2,0.4311522768754236,"[0.2, np.float64(0.5738791623171935), 0.4311522768754236, 35695.85, 15]"
315,76851.85,2401.6203125,32,6,Bank Transfer,0.4,2.391865725526093,"[0.4, np.float64(0.5738791623171935), 2.391865725526093, 76851.85, 32]"
316,102847.1,2706.5026315789473,38,6,Crypto,0.2,1.4157103926522612,"[0.2, np.float64(0.5738791623171935), 1.4157103926522612, 102847.1, 38]"
317,126517.55,2750.3815217391307,46,6,Credit Card,0.4,0.7866285910974473,"[0.4, np.float64(0.5738791623171935), 0.7866285910974473, 126517.55, 46]"
318,53094.23,2794.433157894737,19,6,Bank Transfer,0.6,0.5959263873460833,"[0.6, np.float64(0.5738791623171935), 0.5959263873460833, 53094.23, 19]"
319,13250.970000000001,2208.4950000000003,6,4,Crypto,0.4000000000000001,3.086580456500399,"[0.4000000000000001, np.float64(0.5738791623171935), 3.086580456500399, 13250.970000000001, 6]"
320,19460.56,2432.57,8,6,Bank Transfer,0.9,2.399961114553895,"[0.9, np.float64(0.5738791623171935), 2.399961114553895, 19460.56, 8]"
321,135812.97,2889.637659574468,47,6,Bank Transfer,0.2,1.2663770511594163,"[0.2, np.float64(0.5738791623171935), 1.2663770511594163, 135812.97, 47]"
322,14042.61,2808.522,5,4,Mobile Wallet,0.2,2.1292110685274914,"[0.2, np.float64(0.5738791623171935), 2.1292110685274914, 14042.61, 5]"
323,46760.73,2922.545625,16,6,Credit Card,0.2,0.5351030633706907,"[0.2, np.float64(0.5738791623171935), 0.5351030633706907, 46760.73, 16]"
324,25717.620000000003,2571.762,10,6,Credit Card,0.2,0.35841751261838994,"[0.2, np.float64(0.5738791623171935), 0.35841751261838994, 25717.620000000003, 10]"
325,73755.37,2458.512333333333,30,6,Crypto,0.6,1.9221108866052745,"[0.6, np.float64(0.5738791623171935), 1.9221108866052745, 73755.37, 30]"
326,27026.41,2456.9463636363635,11,6,Bank Transfer,0.4,1.4023216180374691,"[0.4, np.float64(0.5738791623171935), 1.4023216180374691, 27026.41, 11]"
327,129266.67,2638.095306122449,49,6,Bank Transfer,0.4,2.3172956757307053,"[0.4, np.float64(0.5738791623171935), 2.3172956757307053, 129266.67, 49]"
328,16745.620000000003,2790.936666666667,6,4,Bank Transfer,0.4000000000000001,0.009564078838988976,"[0.4000000000000001, np.float64(0.5738791623171935), 0.009564078838988976, 16745.620000000003, 6]"
329,54926.28,2615.537142857143,21,6,Credit Card,0.4,2.7671736049321636,"[0.4, np.float64(0.5738791623171935), 2.7671736049321636, 54926.28, 21]"
330,50383.1,2399.195238095238,21,6,Bank Transfer,0.2,1.1724818409765274,"[0.2, np.float64(0.5738791623171935), 1.1724818409765274, 50383.1, 21]"
331,92183.5,2363.6794871794873,39,6,Debit Card,0.6,0.48182166281007094,"[0.6, np.float64(0.5738791623171935), 0.48182166281007094, 92183.5, 39]"
332,89500.44,2418.9308108108107,37,6,Mobile Wallet,0.4,0.9860359760033419,"[0.4, np.float64(0.5738791623171935), 0.9860359760033419, 89500.44, 37]"
333,112681.65,2560.946590909091,44,6,Credit Card,0.2,0.6454039988320984,"[0.2, np.float64(0.5738791623171935), 0.6454039988320984, 112681.65, 44]"
334,84304.03,2907.0355172413792,29,6,Crypto,0.2,0.7974973008355659,"[0.2, np.float64(0.5738791623171935), 0.7974973008355659, 84304.03, 29]"
335,92986.92,2213.9742857142855,42,6,Debit Card,0.4,1.4163709377997806,"[0.4, np.float64(0.5738791623171935), 1.4163709377997806, 92986.92, 42]"
336,135892.87,2773.3238775510204,49,6,Mobile Wallet,0.4,1.0361471134279558,"[0.4, np.float64(0.5738791623171935), 1.0361471134279558, 135892.87, 49]"
337,49433.46,2059.7275,24,6,Bank Transfer,0.20000000000000004,0.6531139883987612,"[0.20000000000000004, np.float64(0.5738791623171935), 0.6531139883987612, 49433.46, 24]"
338,109868.29,2288.922708333333,48,6,Credit Card,0.20000000000000004,2.048507691102917,"[0.20000000000000004, np.float64(0.5738791623171935), 2.048507691102917, 109868.29, 48]"
339,60789.72,2763.1690909090908,22,5,Mobile Wallet,0.4,0.9018312081858953,"[0.4, np.float64(0.5738791623171935), 0.9018312081858953, 60789.72, 22]"
340,115026.13,2347.4720408163266,49,6,Bank Transfer,0.2,1.1352970886817149,"[0.2, np.float64(0.5738791623171935), 1.1352970886817149, 115026.13, 49]"
341,15148.41,2524.735,6,5,Bank Transfer,0.4000000000000001,0.5876882791051181,"[0.4000000000000001, np.float64(0.5738791623171935), 0.5876882791051181, 15148.41, 6]"
342,49888.8,2267.6727272727276,22,6,Crypto,0.2,2.5587266760808545,"[0.2, np.float64(0.5738791623171935), 2.5587266760808545, 49888.8, 22]"
343,59724.979999999996,2714.771818181818,22,6,Crypto,0.9,0.866672402283674,"[0.9, np.float64(0.5738791623171935), 0.866672402283674, 59724.979999999996, 22]"
